124|28|14|59|4|3|каждую
125|29|15|86|2|6|каждую
126|30|15|72|3|7|каждую
127|31|15|85|1|4|нечётная
128|32|15|57|2|7|каждую
129|33|15|7|6|5|каждую
130|34|15|63|5|7|каждую
131|35|15|94|6|3|каждую
132|36|15|118|5|6|каждую
133|29|16|26|4|3|каждую
134|30|16|65|4|5|каждую
135|31|16|105|4|3|каждую
136|32|16|106|6|2|нечётная
137|33|16|49|3|4|каждую
138|34|16|29|4|4|нечётная
139|35|16|23|4|6|каждую
140|36|16|45|6|3|каждую
141|29|17|127|5|3|нечётная
142|30|17|122|6|1|каждую
143|31|17|52|4|4|чётная
144|32|17|41|3|2|чётная
145|33|17|26|2|3|нечётная
146|34|17|101|3|5|каждую
147|35|17|63|1|6|каждую
148|36|17|3|3|4|каждую
149|29|18|98|2|4|каждую
150|30|18|106|4|6|нечётная
151|31|18|105|5|7|каждую
152|32|18|103|3|1|каждую
153|33|18|65|1|5|каждую
154|34|18|87|4|6|каждую
155|35|18|72|2|5|каждую
156|36|18|45|2|4|каждую
157|45|27|51|3|2|каждую
158|46|27|8|1|5|каждую
159|47|27|67|2|7|каждую
160|48|27|74|2|4|каждую
161|49|27|6|2|7|каждую
162|50|27|70|6|5|чётная
163|51|27|42|3|6|нечётная
164|52|27|118|6|7|каждую
165|72|37|114|4|5|нечётная
166|73|37|79|3|1|нечётная
167|74|37|75|1|7|каждую
168|75|37|20|1|2|каждую
169|76|37|32|2|3|нечётная
170|77|37|15|5|6|нечётная
171|78|37|4|6|3|чётная
172|79|37|2|6|6|каждую
173|80|37|1|5|1|каждую
174|72|38|22|2|1|нечётная
175|73|38|48|4|5|чётная
176|74|38|72|3|7|каждую
177|75|38|114|6|2|нечётная
178|76|38|4|2|6|нечётная
179|77|38|94|6|7|чётная
180|78|38|92|4|2|нечётная
181|79|38|49|4|7|чётная
182|80|38|68|6|7|каждую
183|72|39|22|4|3|каждую
184|73|39|19|3|6|каждую
185|74|39|73|2|6|каждую
186|75|39|63|1|5|нечётная
187|76|39|36|4|5|чётная
188|77|39|77|4|2|каждую
189|78|39|82|4|2|каждую
190|79|39|63|2|3|чётная
191|80|39|19|3|1|каждую
192|72|40|101|4|5|нечётная
193|73|40|84|1|2|каждую
194|74|40|6|3|1|каждую
195|75|40|65|4|6|каждую
196|76|40|128|4|7|каждую
197|77|40|109|2|3|каждую
198|78|40|77|2|1|каждую
199|79|40|81|6|2|каждую
200|80|40|77|6|7|каждую
201|72|41|24|2|5|каждую
202|73|41|68|5|7|каждую
203|74|41|85|2|1|каждую
204|75|41|74|4|4|каждую
205|76|41|64|5|2|каждую
206|77|41|71|3|3|каждую
207|78|41|1|2|1|каждую
208|79|41|2|6|1|каждую
209|80|41|56|3|6|каждую
210|81|42|78|4|3|чётная
211|82|42|105|1|6|каждую
212|83|42|106|2|6|каждую
213|84|42|93|1|2|каждую
214|85|42|9|5|4|чётная
215|86|42|26|1|6|каждую
216|87|42|10|1|3|нечётная
217|88|42|86|3|4|нечётная
218|89|42|84|4|7|каждую
219|90|42|13|3|5|каждую
220|81|43|99|1|3|каждую
221|82|43|81|3|7|чётная
222|83|43|54|5|7|нечётная
223|84|43|98|5|7|нечётная
224|85|43|126|2|3|каждую
225|86|43|34|4|2|чётная
226|87|43|65|4|6|каждую
227|88|43|1|3|6|чётная
228|89|43|42|6|4|каждую
229|90|43|18|6|4|каждую
230|81|44|70|1|3|каждую
231|82|44|7|1|4|каждую
232|83|44|50|5|7|каждую
233|84|44|48|4|2|чётная
234|85|44|76|3|6|каждую
235|86|44|116|1|3|каждую
236|87|44|109|2|7|каждую
237|88|44|1|5|6|каждую
238|89|44|29|3|4|каждую
239|90|44|30|5|1|нечётная
240|81|45|104|1|7|нечётная
241|82|45|64|1|2|каждую
242|83|45|62|3|3|каждую
243|84|45|68|3|4|нечётная
244|85|45|65|6|4|каждую
245|86|45|109|6|1|нечётная
246|87|45|33|4|3|нечётная
247|88|45|127|1|3|каждую
248|89|45|15|3|5|чётная
249|90|45|30|5|3|нечётная
250|81|46|98|4|2|чётная
251|82|46|25|2|3|каждую
252|83|46|66|3|5|каждую
253|84|46|89|5|4|нечётная
254|85|46|23|2|3|чётная
255|86|46|114|4|4|каждую
256|87|46|103|2|7|нечётная
257|88|46|125|4|5|каждую
258|89|46|10|2|5|чётная
259|90|46|18|2|3|нечётная
260|91|47|51|6|3|каждую
261|92|47|102|6|6|каждую
262|93|47|119|1|1|нечётная
263|94|47|68|4|6|чётная
264|95|47|22|4|4|каждую
265|96|47|66|4|1|каждую
266|91|48|24|3|6|каждую
267|92|48|41|4|4|чётная
268|93|48|8|6|4|каждую
269|94|48|30|1|4|каждую
270|95|48|65|1|1|чётная
271|96|48|125|1|1|каждую
272|91|49|102|4|6|каждую
273|92|49|87|1|5|каждую
274|93|49|99|5|7|каждую
275|94|49|113|2|6|каждую
276|95|49|18|1|6|нечётная
277|96|49|14|6|1|нечётная
278|91|50|52|5|5|каждую
279|92|50|93|5|2|каждую
280|93|50|117|1|4|каждую
281|94|50|66|2|6|чётная
282|95|50|89|5|1|чётная
283|96|50|85|2|7|нечётная
284|97|51|29|6|5|каждую
285|98|51|62|4|5|нечётная
286|99|51|119|6|7|каждую
287|100|51|35|4|5|каждую
288|101|51|94|5|6|каждую
289|102|51|18|2|2|каждую
290|103|51|4|5|2|каждую
291|104|51|78|2|1|каждую
292|97|52|24|2|3|каждую
293|98|52|8|2|7|чётная
294|99|52|85|5|2|нечётная
295|100|52|73|3|2|каждую
296|101|52|19|1|4|чётная
297|102|52|93|4|5|каждую
298|103|52|96|5|7|чётная
299|104|52|28|2|3|нечётная
300|97|53|31|3|5|каждую
301|98|53|29|2|4|нечётная
302|99|53|125|2|7|каждую
303|100|53|6|2|1|каждую
304|101|53|125|3|3|чётная
305|102|53|94|6|2|нечётная
306|103|53|70|1|1|каждую
307|104|53|110|4|3|каждую
308|116|63|70|6|2|каждую
309|117|63|51|3|1|чётная
310|118|63|111|5|5|каждую
311|119|63|116|2|7|каждую
312|120|63|89|5|7|каждую
313|121|63|32|6|7|чётная
314|122|63|23|5|2|каждую
315|123|63|51|1|5|чётная
316|124|63|66|3|1|чётная
317|125|63|82|6|7|чётная
318|126|64|66|5|3|чётная
319|127|64|124|5|3|нечётная
320|128|64|40|2|5|каждую
321|129|64|43|2|5|нечётная
322|130|64|110|4|1|каждую
323|131|64|55|3|6|чётная
324|132|64|80|2|6|чётная
325|133|64|108|6|6|каждую
326|134|64|111|1|5|нечётная
327|135|64|17|4|5|нечётная
328|126|65|116|1|4|нечётная
329|127|65|64|1|7|каждую
330|128|65|13|3|4|чётная
331|129|65|95|1|2|чётная
332|130|65|64|3|6|каждую
333|131|65|9|4|5|чётная
334|132|65|85|3|5|каждую
335|133|65|38|1|7|нечётная
336|134|65|123|1|3|нечётная
337|135|65|98|3|1|каждую
338|126|66|23|4|5|каждую
339|127|66|20|1|5|чётная
340|128|66|2|2|2|каждую
341|129|66|113|5|4|каждую
342|130|66|78|4|1|каждую
343|131|66|97|2|4|чётная
344|132|66|3|5|1|каждую
345|133|66|12|2|1|каждую
346|134|66|78|6|4|нечётная
347|135|66|92|1|1|каждую
348|126|67|82|2|7|каждую
349|127|67|58|5|7|нечётная
350|128|67|87|1|5|каждую
351|129|67|35|2|1|нечётная
352|130|67|6|4|1|нечётная
353|131|67|128|5|2|чётная
354|132|67|121|6|6|каждую
355|133|67|88|3|1|нечётная
356|134|67|96|5|2|каждую
357|135|67|128|4|5|чётная
358|126|68|81|3|5|каждую
359|127|68|109|5|2|нечётная
360|128|68|73|3|1|чётная
361|129|68|58|3|6|каждую
362|130|68|19|6|4|чётная
363|131|68|54|4|4|каждую
364|132|68|52|4|6|чётная
365|133|68|31|5|4|чётная
366|134|68|47|6|7|чётная
367|135|68|105|1|5|нечётная
368|136|69|78|1|6|каждую
369|137|69|71|4|2|каждую
370|138|69|101|2|7|каждую
371|139|69|32|6|1|каждую
372|140|69|104|1|5|каждую
373|141|69|85|6|3|нечётная
374|142|69|119|1|6|каждую
375|143|69|84|2|1|каждую
376|144|69|98|4|7|чётная
377|145|69|117|4|5|каждую
378|146|69|49|5|2|каждую
379|136|70|83|6|7|каждую
380|137|70|99|5|2|нечётная
381|138|70|7|4|4|чётная
382|139|70|14|1|2|каждую
383|140|70|77|1|7|каждую
384|141|70|72|4|2|каждую
385|142|70|4|5|4|нечётная
386|143|70|90|5|3|нечётная
387|144|70|28|2|5|каждую
388|145|70|125|4|5|нечётная
389|146|70|36|2|7|каждую
390|136|71|9|2|3|нечётная
391|137|71|19|1|2|чётная
392|138|71|27|5|4|нечётная
393|139|71|118|6|3|каждую
394|140|71|93|1|2|нечётная
395|141|71|19|3|5|каждую
396|142|71|20|2|5|каждую
397|143|71|122|6|4|чётная
398|144|71|53|3|1|каждую
399|145|71|98|2|7|чётная
400|146|71|15|2|3|каждую
401|136|72|113|6|2|нечётная
402|137|72|63|4|2|каждую
403|138|72|50|5|7|каждую
404|139|72|41|4|2|каждую
405|140|72|58|2|5|нечётная
406|141|72|113|1|1|каждую
407|142|72|12|6|3|нечётная
408|143|72|55|4|4|каждую
409|144|72|97|1|5|чётная
410|145|72|40|3|6|нечётная
411|146|72|69|5|6|чётная
412|147|73|67|6|2|каждую
413|148|73|82|2|7|каждую
414|149|73|40|5|5|каждую
415|150|73|71|2|1|каждую
416|151|73|8|1|1|каждую
417|152|73|5|5|1|каждую
418|147|74|69|4|7|нечётная
419|148|74|7|1|6|каждую
420|149|74|107|2|3|каждую
421|150|74|74|1|6|каждую
422|151|74|45|1|5|каждую
423|152|74|95|5|7|каждую
424|147|75|14|1|3|каждую
425|148|75|77|3|6|каждую
426|149|75|87|4|1|чётная
427|150|75|2|4|7|каждую
428|151|75|97|4|5|каждую
429|152|75|111|2|2|каждую
430|147|76|85|5|3|чётная
431|148|76|64|2|2|каждую
432|149|76|57|4|4|чётная
433|150|76|75|3|2|чётная
434|151|76|98|1|1|нечётная
435|152|76|113|3|4|каждую
436|153|77|125|3|2|каждую
437|154|77|17|6|6|нечётная
438|155|77|31|3|1|каждую
439|153|78|65|6|6|чётная
440|154|78|68|5|1|каждую
441|155|78|82|4|5|каждую
442|153|79|84|1|7|чётная
443|154|79|81|3|4|каждую
444|155|79|111|2|5|нечётная
445|153|80|43|4|2|чётная
446|154|80|91|4|7|каждую
447|155|80|124|2|7|нечётная
448|176|94|70|2|2|чётная
449|177|94|61|2|3|каждую
450|178|94|83|3|5|чётная
451|179|94|57|1|3|каждую
452|180|94|126|2|6|каждую
453|181|94|89|5|7|каждую
454|182|94|85|3|3|нечётная
455|183|94|105|1|7|чётная
456|184|99|105|5|3|каждую
457|185|99|54|4|3|нечётная
458|186|99|102|1|6|нечётная
459|207|109|116|5|4|каждую
460|208|109|75|1|4|каждую
461|209|109|90|5|5|каждую
462|210|109|106|5|1|чётная
463|211|109|51|1|1|каждую
464|212|109|33|1|4|нечётная
465|213|109|77|4|4|каждую
466|214|109|73|3|7|каждую
583|237|131|105|6|5|каждую
467|215|109|59|4|1|нечётная
468|216|109|65|5|7|чётная
469|217|109|98|5|2|каждую
470|218|109|121|1|1|чётная
471|207|110|109|5|4|чётная
472|208|110|62|4|5|каждую
473|209|110|40|5|6|чётная
474|210|110|4|2|6|нечётная
475|211|110|22|6|4|каждую
476|212|110|4|5|7|нечётная
477|213|110|24|6|3|каждую
478|214|110|20|3|7|каждую
479|215|110|65|2|6|чётная
480|216|110|31|2|3|каждую
481|217|110|48|5|4|каждую
482|218|110|64|5|3|каждую
483|207|111|99|4|7|каждую
484|208|111|40|2|7|каждую
485|209|111|32|6|5|каждую
486|210|111|100|6|7|каждую
487|211|111|123|1|1|каждую
488|212|111|127|3|1|нечётная
489|213|111|64|1|6|каждую
490|214|111|28|3|1|каждую
491|215|111|36|2|3|нечётная
492|216|111|124|5|4|нечётная
493|217|111|122|2|4|нечётная
494|218|111|122|5|6|нечётная
495|219|112|100|1|4|чётная
496|220|112|25|2|2|каждую
497|221|112|46|3|1|нечётная
498|222|112|125|5|7|каждую
499|223|112|128|6|1|каждую
500|224|112|100|4|4|каждую
501|219|113|110|5|7|каждую
502|220|113|95|3|2|нечётная
503|221|113|66|1|1|каждую
504|222|113|109|4|7|нечётная
505|223|113|99|6|1|каждую
506|224|113|78|1|6|каждую
507|219|114|60|5|1|каждую
508|220|114|36|2|7|каждую
509|221|114|70|3|2|каждую
510|222|114|56|5|6|чётная
511|223|114|4|1|6|каждую
512|224|114|76|3|4|чётная
513|219|115|108|4|7|каждую
514|220|115|58|4|1|нечётная
515|221|115|45|3|7|нечётная
516|222|115|122|5|2|чётная
517|223|115|7|4|6|чётная
518|224|115|114|2|3|каждую
519|225|124|33|1|2|чётная
520|226|124|7|4|6|нечётная
521|227|124|84|2|3|каждую
522|228|124|7|3|7|нечётная
523|229|124|7|1|3|нечётная
524|230|124|70|4|1|каждую
525|231|124|75|3|5|нечётная
526|232|124|128|2|4|каждую
527|233|124|22|4|4|каждую
528|225|125|79|1|5|нечётная
529|226|125|94|2|5|чётная
530|227|125|61|3|5|каждую
531|228|125|99|6|3|каждую
532|229|125|115|6|6|каждую
533|230|125|41|1|3|чётная
534|231|125|101|3|4|каждую
535|232|125|46|2|3|каждую
536|233|125|60|5|5|каждую
537|225|126|122|5|3|каждую
538|226|126|103|4|5|каждую
539|227|126|93|5|1|нечётная
540|228|126|65|3|6|каждую
541|229|126|127|2|6|каждую
542|230|126|44|3|1|каждую
543|231|126|30|5|7|нечётная
544|232|126|25|1|3|нечётная
545|233|126|71|5|5|каждую
546|225|127|29|3|4|каждую
547|226|127|2|2|4|каждую
548|227|127|70|2|2|каждую
549|228|127|45|5|7|каждую
550|229|127|87|6|1|каждую
551|230|127|8|2|7|каждую
552|231|127|12|2|6|каждую
553|232|127|94|3|6|каждую
554|233|127|24|6|7|нечётная
555|225|128|55|5|4|чётная
556|226|128|65|1|2|нечётная
557|227|128|104|3|2|каждую
558|228|128|76|3|6|каждую
559|229|128|101|6|1|каждую
560|230|128|32|1|1|чётная
561|231|128|123|4|3|чётная
562|232|128|21|5|6|каждую
563|233|128|16|5|1|каждую
564|234|129|106|1|1|каждую
565|235|129|71|5|2|каждую
566|236|129|1|4|1|каждую
567|237|129|51|6|5|нечётная
568|238|129|4|6|5|каждую
569|239|129|105|6|6|чётная
570|240|129|73|2|7|каждую
571|241|129|11|1|2|чётная
572|234|130|84|3|2|нечётная
573|235|130|41|5|7|каждую
574|236|130|43|1|7|каждую
575|237|130|62|1|5|каждую
576|238|130|45|6|2|нечётная
577|239|130|37|3|7|каждую
578|240|130|21|3|7|чётная
579|241|130|38|4|7|чётная
580|234|131|114|6|6|каждую
581|235|131|11|1|2|каждую
582|236|131|64|4|4|нечётная
584|238|131|84|2|7|нечётная
585|239|131|69|2|3|каждую
586|240|131|71|4|2|каждую
587|241|131|14|5|7|нечётная
588|234|132|79|3|3|каждую
589|235|132|94|1|5|каждую
590|236|132|36|5|5|каждую
591|237|132|25|4|4|чётная
592|238|132|97|5|7|чётная
593|239|132|15|1|6|чётная
594|240|132|4|6|3|чётная
595|241|132|59|5|1|нечётная
596|242|133|62|2|6|каждую
597|242|134|31|5|7|каждую
598|242|135|25|6|2|каждую
599|242|136|96|4|7|каждую
600|243|143|121|1|3|чётная
601|244|143|42|6|7|каждую
602|245|143|111|5|5|нечётная
603|246|143|80|4|2|каждую
604|247|143|32|6|5|чётная
605|248|143|56|6|2|нечётная
606|249|143|71|1|1|нечётная
607|250|143|127|5|4|каждую
608|251|143|27|2|3|каждую
609|243|144|86|1|5|каждую
610|244|144|73|5|1|чётная
611|245|144|89|5|6|чётная
612|246|144|124|1|7|каждую
613|247|144|22|4|3|каждую
614|248|144|58|2|6|каждую
615|249|144|29|5|4|нечётная
616|250|144|119|1|5|каждую
617|251|144|42|2|7|каждую
618|243|145|105|2|1|каждую
619|244|145|90|5|7|нечётная
620|245|145|84|3|1|каждую
621|246|145|113|3|2|нечётная
622|247|145|72|3|1|чётная
623|248|145|41|3|6|нечётная
624|249|145|44|6|3|каждую
625|250|145|91|1|7|нечётная
626|251|145|26|2|7|каждую
627|252|146|19|4|1|каждую
628|253|146|36|2|2|каждую
629|254|146|63|4|3|чётная
630|255|146|47|5|2|чётная
631|256|146|12|4|2|каждую
632|257|146|16|1|4|каждую
633|258|146|128|1|5|чётная
634|259|146|22|1|2|каждую
635|260|146|117|5|7|каждую
636|252|147|86|4|2|чётная
637|253|147|95|5|6|нечётная
638|254|147|49|5|6|каждую
639|255|147|4|6|5|каждую
640|256|147|13|5|3|каждую
641|257|147|102|4|5|каждую
642|258|147|84|1|4|каждую
643|259|147|28|5|2|каждую
644|260|147|37|5|6|чётная
645|252|148|67|5|5|каждую
646|253|148|97|4|2|каждую
647|254|148|128|1|1|каждую
648|255|148|47|4|1|каждую
649|256|148|70|2|3|каждую
650|257|148|98|4|5|чётная
651|258|148|115|5|6|каждую
652|259|148|123|5|3|каждую
653|260|148|42|3|5|чётная
654|261|149|30|2|2|каждую
655|262|149|98|6|1|чётная
656|263|149|93|5|6|каждую
657|264|149|45|1|1|каждую
658|265|149|29|1|5|каждую
659|266|149|37|1|2|каждую
660|267|149|69|2|4|каждую
661|268|149|87|2|2|чётная
662|269|149|54|2|7|нечётная
663|261|150|68|6|4|нечётная
664|262|150|101|4|5|каждую
665|263|150|90|5|6|каждую
666|264|150|43|3|4|нечётная
667|265|150|85|6|6|каждую
668|266|150|90|5|5|каждую
669|267|150|54|1|4|чётная
670|268|150|92|2|3|каждую
671|269|150|4|5|4|каждую
672|261|151|97|6|4|каждую
673|262|151|2|3|4|чётная
674|263|151|4|6|3|каждую
675|264|151|69|5|4|нечётная
676|265|151|11|5|6|каждую
677|266|151|122|2|5|каждую
678|267|151|14|6|3|чётная
679|268|151|28|3|4|нечётная
680|269|151|114|2|1|каждую
681|270|152|40|6|5|каждую
682|271|152|104|1|5|каждую
683|272|152|45|1|6|каждую
684|273|152|38|1|1|нечётная
685|270|153|73|6|2|каждую
686|271|153|52|3|3|каждую
687|272|153|55|1|5|чётная
688|273|153|37|6|1|чётная
689|270|154|80|4|2|каждую
690|271|154|29|4|5|каждую
691|272|154|38|5|1|нечётная
692|273|154|125|2|7|нечётная
693|270|155|128|3|2|каждую
694|271|155|76|4|2|нечётная
695|272|155|24|3|6|чётная
696|273|155|63|6|3|каждую
697|270|156|69|3|6|чётная
698|271|156|86|1|5|каждую
699|272|156|123|4|6|каждую
700|273|156|128|1|1|каждую
701|270|157|49|4|4|чётная
702|271|157|96|6|3|чётная
703|272|157|121|2|6|каждую
704|273|157|23|6|3|каждую
705|274|161|37|6|6|каждую
706|275|161|39|4|6|чётная
707|276|161|44|2|2|каждую
708|277|161|6|1|3|каждую
709|278|161|29|3|7|нечётная
710|279|161|113|4|3|каждую
711|280|161|112|5|5|чётная
712|281|161|2|5|7|чётная
713|282|161|15|4|6|каждую
714|274|162|78|2|5|чётная
715|275|162|54|3|5|каждую
716|276|162|124|6|1|чётная
717|277|162|89|4|2|чётная
718|278|162|97|4|3|каждую
719|279|162|11|5|3|каждую
720|280|162|31|2|3|чётная
721|281|162|38|5|6|чётная
722|282|162|26|6|3|каждую
723|274|163|49|2|5|чётная
724|275|163|78|6|2|нечётная
725|276|163|34|1|4|чётная
726|277|163|13|1|7|чётная
727|278|163|70|2|2|чётная
728|279|163|100|5|3|чётная
729|280|163|6|6|5|нечётная
730|281|163|84|3|5|чётная
731|282|163|108|3|3|каждую
732|283|167|45|5|4|каждую
733|284|167|60|2|1|чётная
734|285|167|58|2|1|чётная
735|286|167|102|2|6|каждую
736|287|167|74|4|7|нечётная
737|288|167|115|5|5|нечётная
738|289|167|111|1|5|каждую
739|290|167|27|5|1|каждую
740|291|167|105|1|4|каждую
741|292|167|55|5|5|каждую
742|293|168|116|2|4|каждую
743|294|168|81|1|4|каждую
744|295|168|127|1|5|каждую
745|296|168|63|3|4|нечётная
746|297|168|21|2|6|каждую
747|298|168|99|4|5|чётная
748|299|168|26|3|6|каждую
749|300|168|41|2|4|чётная
750|293|169|73|3|2|каждую
751|294|169|40|1|3|чётная
752|295|169|73|3|5|нечётная
753|296|169|9|4|7|каждую
754|297|169|5|3|5|чётная
755|298|169|28|5|7|нечётная
756|299|169|47|2|6|каждую
757|300|169|45|1|2|каждую
758|293|170|123|6|6|каждую
759|294|170|116|2|7|каждую
760|295|170|96|1|3|каждую
761|296|170|39|5|6|каждую
762|297|170|76|2|7|каждую
763|298|170|100|5|7|чётная
764|299|170|101|6|7|каждую
765|300|170|26|6|7|каждую
766|293|171|25|6|1|чётная
767|294|171|57|1|1|чётная
768|295|171|5|5|1|каждую
769|296|171|98|6|3|каждую
770|297|171|29|5|4|нечётная
771|298|171|21|5|1|нечётная
772|299|171|53|4|4|каждую
773|300|171|93|2|2|каждую
774|293|172|57|4|5|каждую
775|294|172|29|2|3|нечётная
776|295|172|91|4|3|нечётная
777|296|172|120|2|7|каждую
778|297|172|52|6|5|нечётная
779|298|172|77|4|1|каждую
780|299|172|65|1|7|каждую
781|300|172|23|1|5|каждую
782|301|173|128|6|2|каждую
783|302|173|12|1|2|чётная
784|303|173|13|1|4|каждую
785|304|173|92|2|5|нечётная
786|305|173|37|6|1|каждую
787|306|173|32|2|3|каждую
788|307|173|76|2|4|каждую
789|308|173|51|1|3|каждую
790|301|174|89|4|4|чётная
791|302|174|109|5|1|каждую
792|303|174|31|6|4|нечётная
793|304|174|73|6|6|чётная
794|305|174|23|2|6|нечётная
795|306|174|46|2|5|каждую
796|307|174|43|3|2|каждую
797|308|174|85|4|4|нечётная
798|301|175|39|2|7|нечётная
799|302|175|107|5|5|каждую
800|303|175|58|5|1|чётная
801|304|175|111|4|3|каждую
802|305|175|112|2|6|каждую
803|306|175|55|3|6|чётная
804|307|175|65|5|1|чётная
805|308|175|34|6|2|каждую
806|309|176|99|5|5|нечётная
807|310|176|16|3|5|каждую
808|311|176|100|6|1|нечётная
809|312|176|52|2|3|нечётная
810|313|176|4|4|3|нечётная
811|314|176|95|1|1|чётная
812|315|176|1|1|6|чётная
813|316|176|30|5|6|каждую
814|317|176|18|2|7|каждую
815|318|176|104|3|2|нечётная
816|309|177|2|2|4|каждую
817|310|177|82|2|7|каждую
818|311|177|102|4|2|нечётная
819|312|177|116|4|6|каждую
820|313|177|30|4|7|каждую
821|314|177|11|1|3|каждую
822|315|177|79|6|4|нечётная
823|316|177|66|1|1|каждую
824|317|177|124|5|7|каждую
825|318|177|8|6|4|каждую
826|309|178|14|1|7|каждую
827|310|178|20|6|2|чётная
828|311|178|33|1|6|нечётная
829|312|178|101|3|3|каждую
830|313|178|9|1|7|каждую
831|314|178|43|2|6|каждую
832|315|178|47|3|4|чётная
833|316|178|123|6|7|каждую
834|317|178|106|5|3|каждую
835|318|178|105|1|4|каждую
836|309|179|112|3|7|чётная
837|310|179|108|6|7|нечётная
838|311|179|22|3|1|чётная
839|312|179|78|1|6|каждую
840|313|179|54|1|4|каждую
841|314|179|70|5|2|каждую
842|315|179|114|6|7|каждую
843|316|179|83|4|2|чётная
844|317|179|43|4|7|каждую
845|318|179|56|1|3|каждую
846|319|180|82|5|4|чётная
847|320|180|107|1|4|каждую
848|319|181|12|4|1|нечётная
849|320|181|71|4|2|чётная
850|319|182|42|3|3|каждую
851|320|182|119|1|7|нечётная
852|319|183|32|5|6|каждую
853|320|183|116|1|4|каждую
854|321|184|124|3|4|чётная
855|322|184|80|6|3|каждую
856|323|184|35|6|1|чётная
857|324|184|6|1|5|нечётная
858|325|184|119|4|7|каждую
859|326|184|85|2|3|каждую
860|327|184|29|6|5|каждую
861|328|184|96|5|3|каждую
862|329|184|104|5|2|нечётная
863|330|184|70|1|2|нечётная
