251|10|74|73|2
252|10|77|71|3
253|10|56|52|3
254|10|59|60|3
255|10|76|69|3
256|10|75|72|3
257|10|67|62|4
258|10|79|70|4
259|10|70|65|4
260|10|49|54|4
261|10|69|64|5
262|10|60|57|5
263|10|48|53|5
264|10|71|66|5
265|10|51|51|5
266|10|53|49|6
267|10|55|49|6
268|10|63|60|6
269|10|61|57|6
270|10|52|51|7
271|10|58|57|7
272|10|57|59|7
273|10|68|61|8
274|11|71|63|1
275|11|74|77|1
276|11|58|59|1
277|11|55|54|1
278|11|62|60|1
279|11|70|61|2
280|11|72|61|2
281|11|49|47|2
282|11|54|46|2
283|11|51|54|3
284|11|56|48|3
285|11|78|73|3
286|11|73|75|3
287|11|63|60|4
288|11|65|63|4
289|11|53|47|4
290|11|59|57|4
291|11|61|55|4
292|11|48|49|4
293|12|84|86|1
294|12|64|59|1
295|12|63|56|1
296|12|86|79|1
297|12|80|88|2
298|12|53|52|2
299|12|83|88|2
300|12|59|57|2
301|12|82|81|3
302|12|81|79|3
303|12|57|56|3
304|12|58|56|3
305|12|48|53|3
306|12|85|88|4
307|12|54|53|4
308|12|47|54|4
309|12|60|56|5
310|12|92|94|5
311|12|62|60|5
312|12|87|92|5
313|12|93|93|5
314|12|61|56|6
315|12|90|93|6
316|12|52|47|6
317|12|88|93|6
318|12|89|94|6
319|12|91|90|7
320|12|56|48|7
321|13|60|56|1
322|13|52|45|1
323|13|64|57|1
324|13|83|81|1
325|13|57|55|1
326|13|93|94|1
327|13|59|55|2
328|13|51|51|2
329|13|84|87|2
330|13|47|50|2
331|13|80|82|3
332|13|56|49|3
333|13|54|50|3
334|13|82|88|3
335|13|55|46|3
336|13|89|89|3
337|13|81|85|4
338|13|85|81|4
339|13|49|52|4
340|13|53|46|4
341|13|88|89|4
342|13|87|90|4
343|13|86|88|5
344|13|90|92|5
345|13|62|57|5
346|13|91|90|5
347|13|58|57|6
348|13|63|55|6
349|13|61|56|6
350|13|48|45|7
351|13|92|91|8
352|13|50|51|8
