133|129|5|2025-02-07|1
134|130|4|2026-01-03|1
135|131|3|2024-02-23|1
136|132|3|2025-04-10|1
137|133|5|2024-11-09|1
138|134|5|2025-11-08|1
139|135|4|2024-11-03|1
140|136|5|2025-09-19|1
141|137|4|2025-05-29|1
142|138|4|2025-12-28|1
143|139|4|2025-03-24|1
144|140|4|2023-04-12|1
145|141|4|2022-10-30|1
146|142|5|2023-10-05|1
147|143|5|2022-06-30|1
148|144|4|2025-08-18|1
149|145|3|2025-07-16|1
150|146|4|2024-03-31|1
151|147|4|2024-12-29|1
152|148|4|2023-08-28|1
153|149|3|2024-03-25|1
154|150|4|2022-02-11|1
155|151|4|2023-07-14|1
156|152|5|2022-10-08|1
157|153|4|2024-05-08|1
158|154|4|2022-09-18|1
159|155|5|2025-06-27|1
160|156||2025-03-05|1
161|157|4|2023-07-02|1
162|158|5|2025-02-24|1
163|159|3|2024-02-16|1
164|160|4|2024-04-11|1
165|161|4|2024-10-21|1
166|162|2|2024-12-11|1
167|162|3|2024-12-24|2
168|163|4|2024-12-18|1
169|164||2023-05-28|1
170|165|5|2025-07-23|1
171|166|5|2022-09-15|1
172|167|5|2024-03-28|1
173|168|4|2024-12-27|1
174|169|4|2024-04-13|1
175|170|4|2024-03-01|1
176|171|5|2023-04-21|1
177|172|5|2024-03-28|1
178|173|3|2024-03-04|1
179|174|5|2025-04-28|1
180|175|5|2024-07-30|1
181|176|5|2025-09-16|1
182|177|4|2023-11-26|1
183|178|2|2024-05-29|1
184|178|3|2024-06-27|2
185|179||2022-04-24|1
186|180|5|2025-05-03|1
187|181|4|2024-03-08|1
188|182|5|2025-01-26|1
189|183|5|2024-06-12|1
190|184|4|2025-04-20|1
191|185|4|2025-07-27|1
192|186|3|2025-05-30|1
193|187|2|2023-05-04|1
194|187|4|2023-05-19|2
195|188|3|2025-05-25|1
196|189|3|2025-08-27|1
197|190|3|2025-07-15|1
198|191|5|2025-07-31|1
199|192|3|2023-04-14|1
200|193|3|2022-08-10|1
201|194|5|2024-08-12|1
202|195|2|2022-05-30|1
203|196|5|2022-12-08|1
204|197|4|2022-03-23|1
205|198|4|2022-09-27|1
206|199|4|2025-09-24|1
207|200|5|2025-08-17|1
208|201|3|2025-04-12|1
209|202||2022-07-02|1
210|203||2023-03-08|1
211|204|5|2023-03-12|1
212|205|2|2024-12-19|1
213|205|3|2024-12-30|2
214|206|4|2022-05-07|1
215|207|5|2022-05-03|1
216|208|5|2022-09-15|1
217|209|4|2023-06-11|1
218|210|4|2022-12-17|1
219|211|2|2025-09-12|1
220|211|4|2025-10-06|2
221|212|4|2025-04-01|1
222|213|5|2023-08-19|1
223|214|4|2022-02-07|1
224|215|3|2025-08-23|1
225|216|4|2023-10-13|1
226|217|4|2023-09-29|1
227|218|5|2024-11-16|1
228|219|4|2025-07-26|1
229|220||2022-01-18|1
230|221|4|2022-09-22|1
231|222|4|2024-11-17|1
232|223|4|2023-05-12|1
233|224|5|2025-10-20|1
234|225|5|2025-02-05|1
235|226|3|2023-11-25|1
236|227|3|2025-01-18|1
237|228|3|2026-01-10|1
238|229|4|2022-03-01|1
239|230|5|2025-02-03|1
240|231|2|2024-11-12|1
241|232|5|2023-09-06|1
242|233|5|2023-12-23|1
243|234|4|2025-01-06|1
244|235|4|2022-08-28|1
245|236|4|2022-04-06|1
246|237|5|2023-10-25|1
247|238|4|2025-08-28|1
248|239|4|2024-03-07|1
249|240||2022-07-22|1
250|241|5|2022-05-20|1
251|242|3|2022-08-13|1
252|243|4|2022-02-10|1
253|244|4|2023-01-10|1
254|245|4|2024-10-23|1
255|246|4|2023-10-31|1
256|247|3|2023-11-29|1
257|248|4|2023-08-21|1
258|249|3|2025-08-31|1
259|250|3|2025-12-23|1
260|251|4|2024-11-18|1
261|252|3|2022-09-23|1
262|253|5|2025-12-24|1
263|254|4|2022-03-27|1
264|255|4|2024-01-02|1
265|256|5|2024-08-04|1
266|257|3|2022-03-14|1
267|258|5|2025-08-12|1
268|259|3|2022-08-26|1
269|260|4|2024-01-27|1
270|261|4|2024-02-18|1
271|262|3|2022-10-06|1
272|263||2023-05-23|1
273|264|4|2025-01-04|1
274|265|5|2023-06-02|1
275|266|4|2025-12-10|1
276|267|4|2025-09-21|1
277|268|5|2023-08-01|1
278|269|3|2024-08-18|1
279|270|3|2024-12-22|1
280|271|3|2024-05-17|1
281|272|4|2023-01-29|1
282|273|3|2022-02-03|1
283|274|2|2024-05-29|1
284|275|5|2022-10-26|1
285|276|3|2025-10-15|1
286|277|4|2024-09-04|1
287|278|4|2023-07-10|1
288|279|4|2024-07-14|1
289|280|5|2025-11-13|1
290|281|4|2023-08-10|1
291|282|5|2023-06-29|1
292|283|3|2022-05-07|1
293|284|4|2024-10-09|1
294|285|2|2023-01-18|1
295|286|5|2024-12-24|1
296|287|3|2024-08-06|1
297|288|3|2024-04-03|1
298|289|5|2022-08-09|1
299|290|5|2025-07-30|1
300|291|3|2024-05-14|1
301|292|4|2023-01-05|1
302|293|5|2024-03-29|1
303|294|3|2023-04-25|1
304|295|3|2024-05-28|1
305|296|4|2023-03-20|1
306|297|5|2024-09-06|1
307|298|3|2022-05-09|1
308|299|4|2023-10-08|1
309|300|4|2023-03-04|1
310|301|3|2023-04-14|1
311|302|4|2025-08-23|1
312|303|5|2025-07-27|1
313|304|3|2024-04-26|1
314|305|2|2022-06-06|1
315|306|4|2022-11-26|1
316|307|3|2022-07-17|1
317|308|2|2025-11-23|1
318|308|3|2025-12-22|2
319|309|5|2025-10-08|1
320|310|3|2025-12-24|1
321|311|3|2023-09-29|1
322|312|5|2022-12-30|1
323|313|5|2023-10-07|1
324|314|3|2023-02-08|1
325|315|3|2023-09-19|1
326|316|4|2025-05-25|1
327|317|4|2025-10-31|1
328|318|3|2023-11-21|1
329|319|5|2023-12-06|1
330|320|5|2025-03-02|1
331|321|5|2022-07-11|1
332|322|4|2025-04-27|1
333|323|3|2025-10-01|1
334|324|2|2025-05-03|1
335|324|4|2025-05-18|2
336|325|4|2025-08-09|1
337|326|4|2022-09-19|1
338|327|4|2022-06-25|1
339|328|2|2024-10-05|1
340|328|3|2024-10-26|2
341|329|5|2025-03-22|1
342|330|4|2025-06-16|1
343|331|5|2023-05-11|1
344|332|4|2022-11-19|1
345|333||2022-06-26|1
346|334|4|2025-09-26|1
347|335|4|2025-12-25|1
348|336||2022-07-24|1
349|337|3|2022-02-07|1
350|338|4|2025-01-27|1
351|339|4|2024-10-07|1
352|340|4|2022-01-30|1
353|341|5|2022-01-22|1
354|342|4|2024-10-01|1
355|343|3|2024-12-03|1
356|344|3|2023-03-22|1
357|345|3|2023-02-25|1
358|346|4|2024-04-01|1
359|347|3|2024-03-02|1
360|348|5|2025-11-01|1
361|349|4|2022-11-03|1
362|350|4|2022-08-26|1
363|351|4|2024-02-05|1
364|352|3|2023-02-08|1
365|353||2024-09-28|1
366|354|5|2024-09-25|1
367|355|3|2022-08-27|1
368|356|4|2022-08-18|1
369|357||2022-11-01|1
370|358|4|2023-11-08|1
371|359|3|2024-03-14|1
372|360|5|2022-11-07|1
373|361|4|2023-04-02|1
374|362|4|2023-11-11|1
375|363|4|2024-10-24|1
376|364|4|2024-01-20|1
377|365|4|2022-11-16|1
378|366|4|2025-02-01|1
379|367|5|2025-06-22|1
380|368|5|2022-09-13|1
381|369|4|2026-01-01|1
382|370|5|2022-07-26|1
383|371|3|2023-05-16|1
384|372|3|2023-03-07|1
385|373|5|2024-12-06|1
386|374|4|2025-06-10|1
387|375|4|2024-07-31|1
388|376||2022-09-16|1
389|377|4|2024-03-10|1
390|378|5|2022-09-10|1
391|379||2023-10-10|1
392|380||2025-06-13|1
393|381|5|2025-03-28|1
394|382|4|2025-05-17|1
395|383|3|2024-09-09|1
396|384|5|2023-12-24|1
397|385|4|2025-02-11|1
398|386|3|2023-10-07|1
399|387|5|2025-01-06|1
400|388|4|2024-01-15|1
401|389|4|2025-06-13|1
402|390|5|2025-11-22|1
403|391|3|2023-11-12|1
404|392|4|2025-06-23|1
405|393|5|2023-12-21|1
406|394|4|2022-02-02|1
407|395|3|2022-12-26|1
408|396|5|2025-05-31|1
409|397|4|2025-11-13|1
410|398|4|2023-06-14|1
411|399|3|2022-02-19|1
412|400|3|2023-03-23|1
413|401|4|2025-09-24|1
414|402|5|2023-11-27|1
415|403|2|2024-01-28|1
416|403|4|2024-02-10|2
417|404|4|2024-04-23|1
418|405||2025-02-15|1
419|406|4|2025-11-27|1
420|407|3|2023-04-14|1
421|408|3|2023-03-07|1
422|409|2|2024-01-09|1
423|409|4|2024-01-20|2
424|410|3|2023-07-03|1
425|411|3|2025-04-01|1
426|412|4|2025-04-26|1
427|413|5|2025-06-11|1
428|414|4|2024-01-04|1
429|415|4|2024-08-24|1
430|416|4|2022-07-10|1
431|417|3|2023-07-03|1
432|418|4|2024-04-16|1
433|419||2024-06-20|1
434|420|5|2022-04-19|1
435|421||2022-06-26|1
436|422|5|2024-12-05|1
437|423||2022-10-09|1
438|424|4|2022-02-03|1
439|425|4|2025-10-31|1
440|426|4|2024-11-15|1
441|427||2025-01-14|1
442|428|3|2024-09-29|1
443|429|5|2022-07-10|1
444|430|5|2022-04-18|1
445|431|3|2025-04-04|1
446|432|3|2022-03-16|1
447|433|4|2025-07-30|1
448|434|5|2023-05-28|1
449|435|2|2022-03-02|1
450|435|3|2022-03-18|2
451|436|4|2023-02-03|1
452|437||2023-08-15|1
453|438|4|2024-05-30|1
454|439|4|2023-10-24|1
455|440|3|2025-05-24|1
456|441|5|2025-05-16|1
457|442|5|2022-02-24|1
458|443|5|2023-07-29|1
459|444|3|2024-09-20|1
460|445|4|2022-05-03|1
461|446|3|2025-02-03|1
462|447|4|2024-11-15|1
463|448|4|2022-06-09|1
464|449|5|2024-07-30|1
465|450|4|2023-09-18|1
466|451|5|2022-12-25|1
467|452|5|2024-08-05|1
468|453|4|2025-07-14|1
469|454|4|2022-09-10|1
470|455|5|2024-07-20|1
471|456|3|2025-11-08|1
472|457|4|2024-02-28|1
473|458|4|2023-03-01|1
474|459|5|2023-05-30|1
475|460|3|2024-09-15|1
476|461|3|2022-02-17|1
477|462|3|2022-11-29|1
478|463|4|2025-06-20|1
479|464|3|2023-05-02|1
480|465|5|2022-10-30|1
481|466|4|2023-05-06|1
482|467|4|2022-11-15|1
483|468|3|2025-09-26|1
484|469|4|2025-08-01|1
485|470|4|2022-04-07|1
486|471|4|2022-11-06|1
487|472|4|2024-01-02|1
488|473|3|2024-10-02|1
489|474||2022-05-16|1
490|475|2|2023-08-28|1
491|475|3|2023-09-14|2
492|476|4|2024-11-29|1
493|477|4|2024-12-28|1
494|478|5|2023-09-01|1
495|479|4|2023-05-21|1
496|480|4|2023-03-17|1
497|481|4|2025-11-02|1
498|482|5|2023-02-16|1
499|483|4|2023-01-10|1
500|484|3|2025-10-30|1
501|485|3|2023-10-12|1
502|486|2|2024-10-27|1
503|486|3|2024-11-08|2
504|487|3|2023-07-22|1
505|488|4|2024-01-03|1
506|489|5|2025-08-09|1
507|490|4|2023-01-23|1
508|491|4|2022-05-26|1
509|492|4|2024-01-27|1
510|493|2|2022-09-16|1
511|493|3|2022-10-16|2
512|494|3|2024-02-27|1
513|495|5|2025-07-26|1
514|496|2|2025-12-21|1
515|497|4|2022-07-09|1
516|498|4|2023-01-10|1
517|499|4|2024-06-05|1
518|500|2|2024-01-13|1
519|501|5|2023-04-26|1
520|502|3|2025-11-10|1
521|503|4|2022-07-31|1
522|504|3|2023-12-08|1
523|505|3|2026-01-10|1
524|506|4|2022-01-20|1
525|507||2022-11-11|1
526|508|4|2022-04-27|1
527|509|4|2022-11-15|1
528|510|4|2023-01-25|1
529|511|4|2024-08-19|1
530|512|5|2023-01-25|1
531|513|5|2025-08-06|1
532|514|4|2025-07-01|1
533|515|3|2022-10-09|1
534|516|5|2023-06-04|1
535|517|2|2025-05-31|1
536|517|3|2025-06-23|2
537|518|2|2025-12-07|1
538|519|4|2025-05-22|1
539|520|2|2025-03-03|1
540|521|3|2022-07-19|1
541|522|4|2025-04-02|1
542|523||2025-10-21|1
543|524|4|2025-10-02|1
544|525||2024-08-04|1
545|526|3|2023-07-10|1
546|527||2022-12-18|1
547|528|4|2025-04-26|1
548|529|4|2025-09-22|1
549|530|4|2025-09-24|1
550|531|5|2024-05-06|1
551|532|4|2024-09-06|1
552|533|4|2023-07-17|1
553|534||2023-03-31|1
554|535|4|2025-06-29|1
555|536|5|2023-10-06|1
556|537|3|2026-01-03|1
557|538|5|2022-02-09|1
558|539|5|2025-05-28|1
559|540|5|2022-06-28|1
560|541|4|2022-04-14|1
561|542|3|2022-06-30|1
562|543|5|2025-01-26|1
563|544|4|2023-01-24|1
564|545|4|2022-06-30|1
565|546|5|2025-05-15|1
566|547|3|2022-05-22|1
567|548|4|2023-01-01|1
568|549|3|2024-01-30|1
569|550|5|2025-02-27|1
570|551|3|2022-08-17|1
571|552|4|2025-07-07|1
572|553|5|2023-11-04|1
573|554|4|2024-09-05|1
574|555|5|2022-03-21|1
575|556|5|2023-02-10|1
576|557|2|2024-12-30|1
577|557|3|2025-01-24|2
578|558||2025-09-20|1
579|559|4|2024-05-05|1
580|560|2|2024-01-07|1
581|560|3|2024-01-24|2
582|561|4|2024-03-17|1
583|562|3|2023-12-26|1
584|563|4|2025-10-22|1
585|564|2|2025-02-10|1
586|565|5|2023-10-25|1
587|566|5|2022-09-04|1
588|567|2|2025-08-03|1
589|567|3|2025-08-31|2
590|568|4|2023-12-05|1
591|569|4|2022-08-09|1
592|570|5|2023-08-10|1
593|571|5|2022-02-19|1
594|572|4|2025-07-17|1
595|573|3|2023-08-27|1
596|574|5|2023-04-29|1
597|575|5|2024-09-27|1
598|576|4|2025-04-19|1
599|577|3|2025-09-08|1
600|578|4|2025-04-05|1
601|579|4|2022-09-18|1
602|580|5|2022-01-21|1
603|581|3|2022-01-25|1
604|582|4|2022-08-12|1
605|583||2025-05-19|1
606|584|5|2022-06-27|1
607|585|3|2024-05-21|1
608|586|3|2025-03-12|1
609|587|3|2022-04-28|1
610|588|3|2022-06-17|1
611|589|4|2024-04-13|1
612|590|3|2024-09-25|1
613|591|5|2022-08-18|1
614|592|5|2025-03-02|1
615|593|4|2022-05-14|1
616|594|5|2022-12-21|1
617|595|4|2024-09-08|1
618|596|4|2023-12-20|1
619|597|3|2024-06-19|1
620|598|4|2024-06-22|1
621|599|5|2022-04-06|1
622|600|2|2025-08-26|1
623|600|3|2025-09-24|2
624|601|3|2025-01-31|1
625|602|3|2024-12-24|1
626|603|2|2025-12-01|1
627|603|3|2025-12-10|2
628|604|4|2024-12-23|1
629|605|4|2022-06-24|1
630|606|2|2025-07-08|1
631|606|3|2025-07-15|2
632|607|5|2024-03-22|1
633|608|4|2025-05-05|1
634|609|2|2025-08-23|1
635|609|3|2025-09-08|2
636|610|3|2022-02-23|1
637|611|3|2024-09-07|1
638|612|3|2024-11-10|1
639|613|4|2022-07-10|1
640|614|3|2025-07-01|1
641|615|5|2024-04-30|1
642|616|4|2024-07-08|1
643|617|5|2023-03-23|1
644|618|4|2024-10-21|1
645|619|5|2025-08-06|1
646|620|5|2023-09-18|1
647|621|5|2024-02-19|1
648|622|3|2022-05-07|1
649|623|2|2023-10-24|1
650|623|4|2023-11-12|2
651|624|4|2024-01-01|1
652|625|5|2024-10-01|1
653|626|4|2024-05-25|1
654|627|3|2023-03-21|1
655|628|2|2025-08-30|1
656|628|3|2025-09-06|2
657|629||2023-07-30|1
658|630|3|2025-05-04|1
659|631|5|2022-02-26|1
660|632|3|2024-03-30|1
661|633||2023-11-02|1
662|634|4|2022-06-20|1
663|635|5|2022-02-15|1
664|636|4|2025-12-18|1
665|637|4|2025-07-24|1
666|638|3|2024-06-21|1
667|639|3|2023-04-09|1
668|640|5|2023-02-01|1
669|641|4|2022-01-20|1
670|642|2|2025-12-12|1
671|643|5|2023-08-01|1
672|644||2023-02-06|1
673|645|5|2022-11-10|1
674|646|4|2023-04-24|1
675|647|4|2025-10-13|1
676|648|4|2025-10-13|1
677|649|5|2023-02-05|1
678|650|5|2024-11-22|1
679|651|4|2024-09-27|1
680|652|5|2023-10-15|1
681|653|5|2025-08-26|1
682|654|4|2023-11-23|1
683|655|5|2023-09-11|1
684|656|5|2022-11-21|1
685|657||2023-02-25|1
686|658|5|2025-03-24|1
687|659|4|2025-06-25|1
688|660||2024-08-30|1
689|661||2025-01-11|1
690|662|5|2025-11-16|1
691|663|5|2025-11-29|1
692|664|3|2023-06-03|1
693|665|2|2023-11-07|1
694|666|3|2023-02-13|1
695|667||2022-09-30|1
696|668|3|2024-10-18|1
697|669|4|2025-11-28|1
698|670|5|2022-07-26|1
699|671|5|2024-12-10|1
700|672|2|2022-02-10|1
701|672|3|2022-03-04|2
702|673|4|2022-05-31|1
703|674|4|2022-07-21|1
704|675|4|2023-06-30|1
705|676|2|2023-01-30|1
706|677|3|2026-01-07|1
707|678|4|2023-03-12|1
708|679|4|2024-12-24|1
709|680|5|2025-12-18|1
710|681|5|2022-01-27|1
711|682|4|2024-06-13|1
712|683|3|2022-11-10|1
713|684|4|2025-02-02|1
714|685||2024-07-31|1
715|686|5|2023-01-21|1
716|687||2024-12-14|1
717|688|4|2023-11-18|1
718|689|5|2025-01-16|1
719|690|4|2025-10-27|1
720|691|3|2023-08-01|1
721|692|4|2022-02-18|1
722|693||2022-07-14|1
723|694|4|2024-05-27|1
724|695||2022-10-14|1
725|696|4|2023-02-15|1
726|697|4|2022-04-29|1
727|698|2|2022-06-19|1
728|698|3|2022-07-19|2
729|699|5|2025-04-03|1
730|700|4|2022-08-25|1
731|701|3|2023-06-30|1
732|702||2024-05-30|1
733|703|4|2023-01-06|1
734|704|5|2022-11-19|1
735|705||2024-08-18|1
736|706|4|2022-07-15|1
737|707|4|2023-02-22|1
738|708|3|2024-10-06|1
739|709|4|2024-10-31|1
740|710|4|2024-01-17|1
741|711|4|2024-09-25|1
742|712|5|2022-07-27|1
743|713|5|2025-06-25|1
744|714|4|2025-02-12|1
745|715|3|2022-04-04|1
746|716|4|2024-04-26|1
747|717|3|2024-11-19|1
748|718|3|2023-06-19|1
749|719|4|2024-09-11|1
750|720|4|2024-01-30|1
751|721|4|2022-12-07|1
752|722|4|2024-04-25|1
753|723|5|2022-01-18|1
754|724|3|2023-05-28|1
755|725|3|2024-06-03|1
756|726|2|2022-06-21|1
757|726|3|2022-06-29|2
758|727|3|2025-12-01|1
759|728|3|2025-01-04|1
760|729|5|2022-01-27|1
761|730|3|2022-03-30|1
762|731|4|2023-08-04|1
763|732|5|2023-11-09|1
764|733|4|2022-04-30|1
765|734|5|2024-06-25|1
766|735|4|2022-08-14|1
767|736|3|2024-03-14|1
768|737|5|2024-09-09|1
769|738|4|2025-02-03|1
770|739|3|2022-09-09|1
771|740|5|2025-01-21|1
772|741|4|2023-08-02|1
773|742|4|2025-07-30|1
774|743|4|2024-06-27|1
775|744|3|2023-12-21|1
776|745|4|2024-03-11|1
777|746|4|2022-06-27|1
778|747|4|2022-10-30|1
779|748|2|2023-08-17|1
780|749|5|2022-11-05|1
781|750|5|2022-06-20|1
782|751|5|2023-02-19|1
783|752|5|2023-03-18|1
784|753|5|2024-01-23|1
785|754|5|2022-10-13|1
786|755|5|2025-03-21|1
787|756|3|2024-12-22|1
788|757|4|2022-08-22|1
789|758|2|2024-12-06|1
790|758|3|2025-01-03|2
791|759||2023-10-22|1
792|760|5|2022-08-13|1
793|761|5|2022-09-24|1
794|762|3|2025-06-29|1
795|763|5|2025-12-18|1
796|764|5|2024-11-23|1
797|765|5|2023-04-30|1
798|766|5|2024-03-01|1
799|767|4|2023-10-23|1
800|768|4|2025-12-04|1
801|769||2024-11-30|1
802|770||2024-09-05|1
803|771|4|2023-07-13|1
804|772|4|2022-08-24|1
805|773|5|2024-01-21|1
806|774|5|2022-06-01|1
807|775|4|2023-03-21|1
808|776|4|2024-03-06|1
809|777|5|2025-06-08|1
810|778|4|2022-07-23|1
811|779|3|2022-10-12|1
812|780|4|2022-10-25|1
813|781|5|2023-03-24|1
814|782|5|2024-06-15|1
815|783|4|2024-01-04|1
816|784|4|2025-05-18|1
817|785|5|2024-04-24|1
818|786|3|2025-09-25|1
819|787||2025-02-14|1
820|788|3|2023-02-04|1
821|789|4|2023-03-12|1
822|790|4|2025-04-13|1
823|791|4|2024-09-24|1
824|792|3|2025-05-25|1
825|793|3|2026-01-02|1
826|794|4|2024-12-22|1
827|795|2|2025-08-07|1
828|795|4|2025-08-21|2
829|796|3|2025-09-02|1
830|797|4|2024-03-22|1
831|798|3|2025-07-16|1
832|799|4|2022-11-18|1
833|800|3|2023-05-28|1
834|801|3|2024-09-18|1
835|802|5|2025-06-28|1
836|803|5|2025-10-10|1
837|804|4|2023-12-17|1
838|805|3|2023-10-27|1
839|806|3|2022-11-21|1
840|807|5|2023-05-29|1
841|808||2022-01-27|1
842|809|4|2025-04-08|1
843|810|5|2025-12-12|1
844|811|5|2025-05-16|1
845|812|4|2025-12-01|1
846|813|4|2022-02-14|1
847|814|5|2025-11-26|1
848|815|3|2022-07-09|1
849|816|5|2024-11-19|1
850|817|3|2022-09-24|1
851|818|3|2023-08-06|1
852|819|2|2023-08-30|1
853|819|3|2023-09-12|2
854|820|4|2024-10-16|1
855|821|5|2025-05-07|1
856|822|5|2022-03-07|1
857|823|4|2025-10-18|1
858|824||2022-01-16|1
859|825|3|2023-06-30|1
860|826|4|2025-09-17|1
861|827|5|2024-11-15|1
862|828|5|2023-12-06|1
863|829|5|2022-11-28|1
864|830|3|2025-03-22|1
865|831||2022-06-07|1
866|832|4|2025-07-07|1
867|833|4|2022-12-06|1
868|834|4|2022-11-02|1
869|835|2|2024-08-21|1
870|835|4|2024-09-10|2
871|836|5|2025-07-10|1
872|837|4|2024-07-09|1
873|838|5|2022-02-22|1
874|839|4|2023-05-17|1
875|840|4|2025-04-04|1
876|841|4|2022-06-14|1
877|842|3|2024-07-15|1
878|843|4|2023-09-01|1
879|844|4|2024-06-08|1
880|845|4|2026-01-13|1
881|846|4|2025-06-06|1
882|847|4|2025-04-07|1
883|848|4|2023-10-14|1
884|849|3|2025-11-15|1
885|850|5|2024-10-20|1
886|851|4|2022-12-07|1
887|852|4|2024-04-10|1
888|853|3|2024-09-19|1
889|854|4|2025-07-02|1
890|855|4|2024-05-11|1
891|856|4|2022-07-11|1
892|857|4|2023-01-29|1
893|858|4|2022-11-07|1
894|859|4|2025-06-27|1
895|860|3|2023-12-26|1
896|861|5|2023-08-27|1
897|862|4|2025-05-10|1
898|863|3|2022-10-10|1
899|864|3|2025-10-23|1
900|865||2022-12-26|1
901|866|4|2025-05-23|1
902|867|4|2022-01-20|1
903|868|3|2022-06-18|1
904|869|5|2023-12-16|1
905|870|3|2024-12-17|1
906|871|3|2024-07-15|1
907|872|2|2024-11-29|1
908|872|3|2024-12-22|2
909|873|4|2022-12-13|1
910|874|4|2023-05-18|1
911|875|3|2023-07-17|1
912|876|2|2026-01-08|1
913|876|3|2026-02-05|2
914|877|4|2024-12-21|1
915|878|3|2024-02-20|1
916|879|3|2025-10-22|1
917|880|4|2024-03-16|1
918|881|5|2025-01-23|1
919|882|3|2023-06-11|1
920|883|2|2024-09-11|1
921|884|3|2025-12-18|1
922|885|5|2023-07-28|1
923|886|3|2022-08-09|1
924|887|4|2022-08-30|1
925|888|5|2023-07-22|1
926|889|4|2023-04-03|1
927|890|4|2023-05-02|1
928|891|3|2022-10-11|1
929|892|4|2025-11-17|1
930|893|5|2022-04-04|1
931|894|5|2025-08-31|1
932|895|5|2025-08-06|1
933|896|5|2023-12-26|1
934|897|3|2025-08-18|1
935|898|4|2023-08-25|1
936|899|3|2023-08-27|1
937|900|3|2022-01-29|1
938|901|4|2023-02-28|1
939|902|4|2024-11-25|1
940|903|5|2025-10-25|1
